"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","414","Open Home pag and validate the title","Home Page","Thu Jan 22 18:03:41 UTC 2026","passed","Thu Jan 22 18:03:41 UTC 2026","","","",""
