"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","830","Open Home pag and validate the title","Home Page","Thu Jan 22 17:40:59 UTC 2026","passed","Thu Jan 22 17:41:00 UTC 2026","","","",""
